1 -0.4773459 0.2963135 -0.5773154 0.3134123 -0.6820032 0.305474 -0.8048065 0.3042357 -0.8001193 0.2945349 -0.5055486 0.1879504 -0.5088189 0.1956518 -0.4619709 0.1825247 -0.3465798 0.1373633 -0.4345619 0.1465877
2 -0.298493 0.3163606 -0.9923369 0.3083539 -0.942893 0.3151601 -0.5790339 0.2897793 -0.6737291 0.2932916 -0.2807934 0.1820793 -0.4601318 0.1971035 -0.4248367 0.2023755 -0.3405208 0.1308542 -0.4645928 0.1294468
3 -0.9674422 0.2962491 -0.5050743 0.3052547 -0.8744783 0.3014633 -0.5861751 0.330531 -0.4480718 0.3010011 -0.3320516 0.1826845 -0.3763798 0.1856248 -0.3428392 0.1811628 -0.2752569 0.1293878 -0.4844114 0.1323119
4 -0.6023722 0.320684 -0.6498909 0.3342574 -0.4624058 0.3059994 -0.9194603 0.3192865 -0.9145799 0.3013299 -0.4324253 0.1831671 -0.458552 0.181818 -0.4549134 0.1918832 -0.2974173 0.1270285 -0.389073 0.1291146
5 -0.6947134 0.2982805 -0.8602013 0.3161355 -0.8776132 0.319862 -0.3342021 0.2898054 -1.034628 0.3012501 -0.5394073 0.1945213 -0.3470727 0.1917946 -0.615285 0.1839416 -0.3478451 0.1415474 -0.6153695 0.1380774
6 -0.5994486 0.29522 -0.4418328 0.334818 -0.7793819 0.2901959 -0.6737291 0.2932916 -0.5126097 0.2941773 -0.3130918 0.1984531 -0.8498456 0.1855244 -0.3873262 0.1883902 -0.3862557 0.1315099 -0.228941 0.1383481
7 -1.193574 0.3298508 -0.2962658 0.2915595 -0.5050743 0.3052547 -0.7053673 0.3112217 -0.7307103 0.2881479 -0.6628771 0.181475 -0.6060539 0.1824487 -0.3954236 0.1998681 -0.339527 0.1359216 -0.4268266 0.14345
8 -0.5880407 0.2921864 -0.5711536 0.3259342 -0.4988949 0.290001 -0.5726107 0.2993628 -0.5182681 0.2958893 -0.4108705 0.1858115 -0.4779378 0.1929998 -0.6800751 0.1970786 -0.4266859 0.1273763 -0.4698724 0.1302143
9 -0.5126097 0.2941773 -0.5126097 0.2941773 -0.6306572 0.3034386 -0.5994486 0.29522 -0.4549134 0.303394 -0.2811674 0.1940787 -0.1592 0.1882175 -0.36435 0.1825474 -0.4372983 0.1290125 -0.2815538 0.130884
10 -0.8342799 0.3016509 -0.7271535 0.2962491 -0.4073069 0.2864445 -0.3483067 0.296011 -0.6931472 0.3082206 -0.1769345 0.1794776 -0.7001027 0.1823376 -0.4155692 0.1910099 -0.3976965 0.1366325 -0.5941843 0.1333998
11 -0.545017 0.3178497 -0.5790339 0.2897793 -0.4552198 0.2890455 -0.679975 0.2947801 -0.4054651 0.2857738 -0.3599375 0.1857442 -0.3260862 0.1809986 -0.6378243 0.2023344 -0.4045404 0.1412251 -0.3813676 0.1405005
12 -0.6336275 0.2934287 -0.830971 0.3300504 -0.4776276 0.3284756 -0.7495613 0.3219938 -0.5589572 0.2955253 -0.3064914 0.1903846 -0.4748807 0.2048034 -0.5134508 0.1894967 -0.4813583 0.1295168 -0.4671318 0.1390079
13 -0.5314187 0.2998443 -1.368742 0.3623769 -0.8708284 0.3092315 -0.5531011 0.2938705 -0.2525908 0.2906091 -0.3717039 0.1803122 -0.3677104 0.1975791 -0.7514499 0.185105 -0.2401712 0.1361503 -0.3949503 0.1287299
14 -0.4706044 0.3088329 -0.545017 0.3178497 -0.4192584 0.3068198 -0.6616312 0.3237908 -0.4895482 0.2871321 -0.8937012 0.185128 -0.3427726 0.1905713 -0.7442553 0.2042753 -0.4135101 0.1378016 -0.4014914 0.1284698
